"","blurb","state"
"6033","Our clothing company is on a mission to help women turn their lives around through knitting warm bundle scarfs. Made with loving hands.","failed"
"6034","Captivating graphic on 100% Ring Spun Cotton. Manufacturing and Printing done in Los Angeles.","failed"
"6035","Orgassm-Organic have wide ranges of Organic Cotton clothing for women, men and babies made with Premium Super Soft Organic Cotton.","failed"
"6036","The UltimHat is the most functional baseball cap and visor combination ever invented.","failed"
"6037","Livi is a versatile planter for virtually any vertical surface. Livi is a vivid creature that reimagines the way we relate to plants!","successful"
"6038","Comfortable to wear. Easy to adjust. Built to last. The perfect belt for the bike / city / adventure / camping / outdoors","successful"
"6039","Dream-like ice villages are now easy to build and safe to play in with Play Snow: the reinvented igloo, for family wintertime fun!","successful"
"6040","Use Jawzrsize to tone, strengthen your facial and neck muscles, form a well defined jawline, and intensify mind-muscle connection.","successful"
"6041","AXIUS is an efficient and portable core workout system for strengthening your entire body through varied levels of instability","successful"
"6042","SPARK can be attached to your earphones in an instant making them easier to use, easier to take off, more comfortable to wear, smarter.","successful"
"6043","double folding duffel bag in waxed canvas.
multi style with bicycle handlebar bag function.
variable volume by yourself","successful"
"6044","If you like dot grid notebooks, I think you'll LOVE DotsPlus—my ""super grid"" page design for bullet journaling & DIY planner layouts.","successful"
"6045","Puffie is a tiny expandable friend who lives in your trunk. I need money to produce high quality ones from a local manufacturer. Help!","successful"
"6046","The worlds first fully articulated, newborn photography posing and training aid.","successful"
"6047","The best inflatable stand up paddle board in the world just got better // MADE IN SWITZERLAND // More performance. Even more stunning.","successful"
"6048","Help me with a small production run of the Happy Caffeine molecule mug!","successful"
"6049","Help young minds build their ideas with a new product that shows children how organizing enables them to become better makers.","successful"
"6050","Nomad camera slider - Can be used with tripod
- Create smoothly panning shots
 with your smartphone, tablet, DSLR camera, GoPro…","successful"
"6051","The world's first tambourine that fits in your guitar. The percussion accessory that expands the way you play.","successful"
"6052","""Pi=3.14159..."" On a light bulb... We crammed on as many digits as we could! 
And "" i like Pi "" Swag!","successful"
"6053","Universal vacuum attachment that permanently removes dust and other impurities. Achieve a cleaner home with fewer allergens.","successful"
"6054","THE FIRST EVER BACKPACK THAT HAS SPACE FOR EVERYTHING YOU NEED TO BRING ON THE ROAD. GET YOURS NOW!","successful"
"6055","A full sized mechanical grappling hook with an Xtra Small titanium version!","successful"
"6056","A professional notebook designed to inspire creativity, reduce stress and improve productivity.","successful"
"6057","AutoPreme car floor mats add style, protect your car, and retain resale value. The ultimate combination of both luxury and protection.","successful"
"6058","Exquisite watch design with quality components. Swiss movement, sapphire crystal glass, stainless steel casing.","successful"
"6059","Enjoy your beer as the brewmaster intended! Beer Bits perfectly chill your craft beer to bring out its optimal taste.","successful"
"6060","A multi-purpose and stylish EDC carabiner available in Titanium, Stainless, Zirconium, Bronze, and Copper.","successful"
"6061","Fix common problems of tennis swings by applying the Tennis Swing Trainer on the arms to touch the body at key phases of a swing.","successful"
"6062","Someone you know have a cold? Give them a Coughguard! Coughguardz are the best way to contain those germs & keep you from getting sick","successful"
"6063","Scripture Stackers BUILD: Faith, Character and Knowledge all while you play! They make great gifts! (Compatible with other brands)","successful"
"6064","Our ingenious three sifting tray litter system is the smartest, cleanest and last litter box you'll ever have to buy.","successful"
"6065","Most bowls just sit there while kids struggle to find food at bottom. The Beginner Bowl is here to help!","successful"
"6066","Cinch-N-Clinch is the perfect outdoor accessory for hiking, backpacking, boating, biking, diving, rock climbing, camping and much more.","successful"
"6067","Securely organise your gear with the freedom to travel with just one bag.","successful"
"6068","Premium leather minimalist wallet designed to help you access your cards with a push! Slim your wallet with luxury quality and style!","successful"
"6069","The TRiLIGHT is as easy as screwing in a light bulb. The perfect lighting solution for your garage, shop, basement, attic, home, etc.","successful"
"6070","A soft good smelling exfoliating experience all in one!
Help us get our Felted Goats Milk Soap in Local Stores !","successful"
"6071","Made in the US of leather-covered bendable steel, Stanley Stand makes a proud departure from your typical techy metal docks.","successful"
"6072","A durable, belt-attached leather bag that keeps all of your essentials within reach. Perfect for every outdoor experience.","successful"
"6073","The Successful Shoulder Pack is back!! Plush that is functional, soft, cute and fashionable! New and improved designs.","successful"
"6074","If NASA built toothbrush holders. World's first titanium toothbrush housing with built-in toothpick and storage capsule.","successful"
"6075","Beautiful porcelain fishes & sea turtles (original art) to hang on the tree! Starting early so we can deliver to you for Christmas '16.","successful"
"6076","You'll never have to choose between style and practicality again! Elephant Stripes Travel Packs have it all!","successful"
"6077","Men and Women's swiss wired, urban inspired watches starting at $79. Buy A Watch. Give An Hour. Be A Hero.","successful"
"6078","Hand made affordable leather bicycle frame bag that gives your bike a nice fashionable touch and can be used as a crossbody bag!","successful"
"6079","Certified-organic, chemist-formulated, all natural children's care intelligently formulated for hair with character & skin with soul.","successful"
"6080","Seen in the latest Star Trek film, Captain Kirk uses this Starfleet issue coffee mug every morning and now you can too!","successful"
"6081","Good design has to be affordable. The STERNGLAS timepiece is a well designed wristwatch with durable quality and Ronda Movement.","successful"
"6082","A revolutionary multifunctional fitness device to complete any workout || Simple. Durable. Adaptable.","successful"
"6083","A robust EDC key organizer designed for secure, comfortable, one-handed operation. Precision CNC milled from carbon fiber in Canada.","successful"
"6084","The most comfortable way to cool off in the water! The FIRST 'upside down' USCG approved life jacket. Often called 'The DIAPER FLOAT'","successful"
"6085","The humble glasses case has just been re-invented. BOB will protect your glasses, display your tech, and house your bits and bobs.","successful"
"6086","You deserve a blanket of great warmth and modern comfort, enjoy unchallenged coziness and everlasting quality with style... your style!","successful"
"6087","Our extended accessory for your toaster puts ""a modern twist on an old tradition"", allowing you to create endless possibilities!!","successful"
"6088","100% natural, NPA certified shampoo & conditioner for men.","successful"
"6089","Let ZipSloth swaddle you in the world's softest hoodie and mini-pants... while serenading you with a musical... Be. Like. The. Sloth.","successful"
"6090","Colorado-Made folding boat clips to your pack, assembles in minutes, weighs only 8 lbs. Reach islands & cross rivers. Patent Pending.","successful"
"6091","The Tea Otter is the ONLY tea steeper that looks like an adorable sea otter. If you're gonna make tea, there's no otter way!","successful"
"6092","Plan your way to a happy & healthy mind and life! Focus on self care, challenge your thoughts, and plan for success.","successful"
"6093","We make the most beautiful ultralight adventure hammocks in the world! Perfect for the beach, backyard, campus, or trip of a lifetime.","successful"
"6094","A Micro, Everyday-Carry, Safety Whistle & Firestarter.","successful"
"6095","A slingshot that's designed and machined to pack a precise punch, yet still be small enough for your pocket, camp gear or survival bag.","successful"
"6096","#TremorsFigures #ComingSoon #Kickstarter #Horror #Comedy #Tremors #Nostalgia Brought to you by: Beast Toys #BeastToys #GrabAGraboid","successful"
"6097","An innovative zipperless design. Effortless entry, wide-ranging temperature control, and enhanced comfort.","successful"
"6098","The first wire-bound iPad pro Case. Provide full protection to your iPad pro & Apple pencil.Cover is Customizable","successful"
"6099","The meshable 003: A batterie free, contemporary and unique watch. Pairing premium components and affordability.","successful"
"6100","Lightweight compact EDC folding knife made in the USA from grade 5 Titanium & CTS-XHP stainless steel. A true modern heirloom.","successful"
"6101","Handcrafted Quality Wood and Ferrocerium Fire Starters. Great for starting a fire when you need it. Easy to use and beautiful too.","successful"
"6102","Help to create a vinyl toy with 3 points of articulation (moveable head and arms) from one of my favorite illustrations!!","successful"
"6103","A self-heating face mask that warms up your nose and surrounding areas to relieve sinus pressure & symptoms of runny noses.","successful"
"6104","MOM•ARMS is a smartphone cradle with a soft, resilient silicon holder and various mounting stands.","successful"
"6105","Beautiful, comfortable, one-of-a-kind baby carriers that you & your little one will love. Keep your baby close & your hands free","successful"
"6106","Official plush doll of the bliss searching Little Yogini. Children will love having her by their side as they clap and laugh with her.","successful"
"6107","A multi-purpose and stylish EDC carabiner - Probably, the first carabiner made from carbon fiber worldwide.","successful"
"6108","Connect with Nature with World's Most Eco-Friendly Yoga Mats handmade entirely in Pure Cotton.","successful"
"6109","Now everyone can afford a nice watch. We make quality timepieces using Swiss Mvmts, Sapphire Crystals and 316L Stainless Steel.","successful"
"6110","We design minimalist bracelets with an original but true quote to share around you","successful"
"6111","Premium baby bottle with a unique patent pending anti colic system and portable storage compartments. Swedish innovation and quality.","successful"
"6112","Modern sport, city and adventure bikes. Custom designed by you, and built to order by us, delivered wherever you'd like.","successful"
"6113","CrateMate brings your Milk Crate to the next level. Rugged, Rolling, and really easy to use!","successful"
"6114","Bracelet made so as to last you a life time.Natural leather, individual etching, gift package, durability, style, 100% handmade","successful"
"6115","The latest baby bottle accessory that finally gives parents the chance to feed their baby while using their smartphone.","successful"
"6116","With features of wireless charging and water resistance, Eggie will create you a peaceful and enjoyable night.","successful"
"6117","Memomem Invites You to Be the Designer of Your Quality Timepiece. Make it your character, make it a surprise for family and friends","successful"
"6118","Nova is a Titanium, key ring based minimalist multi tool.","successful"
"6119","Sharp and minimalist, the SP Bi-fold Wallet incorporates a sleek travel pen and easily carries up to 15 cards, notes and more.","successful"
"6120","Exotic Metal Orbs are a unique precision machined spherical keepsake container. Titanium - Copper - Stainless Steel - Brass - Sphere","successful"
"6121","An all American, handcrafted slim leather cardholder with a place for cash too!","successful"
"6122","A spinning top that FLIPS onto its top! Entertainment that never needs charging.","successful"
"6123","An everyday carry prybar designed to fit a #tukk the successful keychains precision utility knife made by @tacticalkeychains","successful"
"6124","British luxury tailored coats for men and women with revolutionary heating system","successful"
"6125","Decisions can be tough, why not let fate decide with our Decision Maker coin...or you can just ""fidget"" with it. Let your coin decide.","successful"
"6126","Boards built for extreme durability and unparalleled performance from your local pond to the wildest rivers and the biggest waves.","successful"
"6127","The Tollo gym bag was created out of necessity. It is time for a duffle bag that is organized, strong, and resists smell and bacteria!","successful"
"6128","The ingenious Suckit Dust boot is the most effective dust boot ever created! Using your Shapeoko is no longer a dirty job!","successful"
"6129","Tic Tac Toe is a classic, simple two-person strategy game in a new design.","successful"
"6130","Our whiskey ice ball press is the finest, most fully featured ice ball press in the world. Take your whiskey to the next level!","successful"
"6131","Perfect as a minimalist decorative element, smart as a source of gentle aromatherapy, the Cedar Aroma Pyramid is simply beautiful.","successful"
"6132","Savarin & Co. are makers of wool American flags. We craft each flag by hand in Ohio using the finest wool from Woolwich, Pennsylvania.","successful"
"6133","We have the opportunity to go to Edinburgh Fringe and display publicly that rope is not limited by size or physical ability.","successful"
"6134","Enjoy the world's first most affordable luxury super watch by world's famous brand.Super cool and limited edition.","successful"
"6135","World Most Advanced iPhone Solar Case & Charger. Auto Power Shut-off. Durable. Slim. Never Runs Out of Power. Ever!","successful"
"6136","A wildly funny, poetic story that helps children learn about the dangers of feeding their pets strange things.","failed"
"6137","Created for the youngest generation of explorers, our guides help make their adventures both memorable and educational.","failed"
"6138","Are you ready for the journey of a lifetime and beyond? Awaken your inner hero with Chrysalis - an augmented reality story for all ages","failed"
"6139","A customised children's book where you can pick your 2 favourite languages. Ready to discover London in a fast-paced adventure?","failed"
"6140","The ROBOT Harvard thought he had the life until he realized he had no one to share the fun with.","failed"
"6141","A groundbreaking middle grades graphic novel. Jam-packed with 200 pages of engaging illustrations, stories, & comics.","failed"
"6142","Zoe goes searching for the Space Needle after it disappears amidst Seattle's massive growth. Then, she meets the Amazocalypse...","failed"
"6143","""Sorry, I am an Image thinker"" is both a collection of research on dyslexia and a visual alphabet book for image thinkers","failed"
"6144","Beep Beep Yarr! is a children's book that teaches computing through storytelling.","failed"
"6145","Previously unseen project – a series of four interactive children's books written and illustrated by blind and visually impaired.","failed"
"6146","Op Children Books is a collection of interactive real-time animation board books that help children learn colors, shapes and vowels.","failed"
"6147","A series of children's picture books introducing the origins of classic monsters beginning with ""I am the Frankenstein Monster!""","failed"
"6148","A lavishly illustrated adventure about the magic of prisms, the nobility of sacrifice, and discovering the colors of the rainbow.","failed"
"6149","This story is about my daughter, Brigid and our donkey, Buster turning our little farm into an adventure land.","failed"
"6150","A series of childrens books devoted to travel, magic, adventure and education. Many books planned as well as products and a TV series.","failed"
"6151","A sweet story about a young shepherd boy who witnesses the birth of the Savior, and learns the true meaning of the Christmas season.","failed"
"6152","Literacy Rates in the US are low. I want to publish personalized children books to encourage reading at a young age.","failed"
"6153","Hidden deep in the forest, seen only by the chosen ones, Sean's Ring Tree People are born from cones hanging from the Magic Ring Tree.","failed"
"6154","Two little girls who discover that a willingness to try and understand another person's point of view is a great way to make a friend!","failed"
"6155","Children's book series dedicated to my father and based around the lifesaving techniques we use to teach people of all ages how to swim","failed"
"6156","An allegorical story for children of all ages -that inspires the inward journey of listening within and honoring the Oneness of Life","failed"
"6157","What would happen if Father Christmas decided to retire? How will the elves find a suitable replacement?","failed"
"6158","In Jungleburgh, reading, audio and visuals work hand in hand to engage a child's imagination. It's a learning community that will grow.","failed"
"6159","An educational comic book about Japan. It shows aspects of culture and life that kids are interested in.","failed"
"6160","An Educational Journey","failed"
"6161","A modern twist on a classic fairy tale, imagined by an 8-year-old girl. A story that will empower our daughters and inspire our sons.","failed"
"6162","A simple yet engaging picture book that helps reinforce the alphabet, colors, shapes, and everyday objects!","failed"
"6163","A group of insects make an unusual new friend in this interactive tale of not to judge so quick and to eat your veggies.","failed"
"6164","Join The Harvest Team on an adventure through Patchville, as we bring the world Harvest Jack and the tradition of 13 Nights of Hallow!","failed"
"6165","A children's book inspired by an almost real event. Written by Brian Walsh with art by Kirk Wallace.","failed"
"6166","Children's, stories, story, kids, short, new, fun, lessons, adventure, johnnycake, publishing, published, mini, adventures, educational","failed"
"6167","West of Versailles and East of New Orleans lies Trianon. Richly illustrated pages tell a simple tale elaborately gowned by imagination.","failed"
"6168","An inspiring, informative story about earthquakes and Goblins and how to survive both!","failed"
"6169","New series of children's books featuring Hero the Golden Retriever. Accepted by LifeRich self publishing company - Just need $ to print","failed"
"6170","Have fun reading and learn how to make your favorite friendly animals.","failed"
"6171","Charming, cute, sneaky and lots of fun. My Sock Monster is an eye opener to what goes on behind the scenes in every household.","failed"
"6172","Realizing Academic Achievement - in Accra Ghana one student at a time. Providing authentic literature to schools in greater Accra,","failed"
"6173","Sharing my book with the world!","failed"
"6174","A story about overcoming the fear of darkness at bedtime. Excellent reading for age 0-7 and adults will enjoy as well!","failed"
"6175","Creating children stories, illustrated by children to open a house for homeless children. Children Helping and Inspiring Children.","failed"
"6176","I wrote this book in one night! However, writing's the extent of my creative ability. I need an illustrator and to be able to pay them!","failed"
"6177","This will be for a trinity of books. The first was done about 25 years ago. The first will be updated and then there will be two more","failed"
"6178","Stuck In A Book offer a personalized story experience encouraging confidence as well as teaching acceptance of ourselves and others.","failed"
"6179","Granny JJ, a wise old lady who solves daily mysteries in Guyana. Children's book intended for the education system in the Caribbean.","failed"
"6180","Meet 'The Friendly Little Trolls'... an exciting new book series for children aged 3 to 5 years. Come and join them on their journey!","failed"
"6181","Inspired by the outlook of today's society, this book will teach today's children to Love more, hate less and dream big!","failed"
"6182","A fun storytime, anytime; Dot's sad mood changes after embarking on a journey of self-discovery. For ages 2-5.","failed"
"6183","Child-friendly, super hero adventure storybooks for elementary school aged kids!","failed"
"6184","This story expresses the real meaning of gratitude.","failed"
"6185","I'm A Brilliant Little Black Boy! children's picture book for celebrating our boys, positively!","failed"
"6186","The Booklee app and books are a new reading experience that add a fun, animated, and interactive dimension to storytelling.","failed"
"6187","This book series centers on the hilarious antics of a seven-year-old girl named Cecelia who wants to be a detective in Washington DC.","failed"
"6188","My book, How to Sell Your Sister for Fun and Profit, is funny and witty. The illustrations are adorable, and the main message is gold!","failed"
"6189","Gently exposes kids to the reality of factory farms & helps explain WHY vegans don't eat animal products. Great for vegetarians too!","failed"
"6190","Hannah the Hummingbird is a children's picture book that tells the story of two newborn hummingbirds from their nest to first flight.","failed"
"6191","Fairy Tale. A Quote by Albert Einstein: If you want your children to be intelligent, read them Fairy tales","failed"
"6192","A heartfelt children's book about one man’s legacy, and the wonderful things he grew.","failed"
"6193","The Jr Ranger Adventures books are my way of motivating families to go camping and read more, ending with fun facts and puzzles.","failed"
"6194","I want to get these identification books to kids and adults in Oregon I want to give them out at State Parks, Schools, and Everywhere.","failed"
"6195","This is a book that not only will animate all imaginative powers, but will put a smile on the faces of both parents and children.","failed"
"6196","A series of educational yet entertaining children's books, covering major facts about civilizations throughout history.","failed"
"6197","A day in the life of two flies whose loving relationship is put to the test when they are caught in a spiderweb.","failed"
"6198","The first Captain Extraordinary® book. A sci-fi superhero comedy adventure, with stunning colour illustrations and beautifully finished","failed"
"6199","Hey it's me! is a monthly subscription box designed to inspire, enrich, and promote literacy for children of color (0-12 yrs).","failed"
"6200","A program designed for children being cared for by custodial parents, grandparents, other family members or the foster care system.","failed"
"6201","Personalized children's book - customize the illustrations to suit which part of the world you come from","failed"
"6202","The next scream-fest in the Raven Archives is here...The Idol by Dr. I. Seymour Youngblood.","failed"
"6203","This story follows Nyanta (a cat) and his adventures living in an observatory.","failed"
"6204","Go on a journey with Ruby Pricklebottom the hedgehog as she learns about PKU (Phenylketonuria). Ruby will help educate about PKU!","failed"
"6205","Children are fascinated with the Big Yellow Bus. Let their imaginations ride and enjoy stories of School Bus Adventures.","failed"
"6206","STEM Adventures of Aleks and Lexi is about two kids who use STEM to discover the world through exploration and project building.","failed"
"6207","A Dr. Seuss-like story about the monsters hiding under the bed and in the closet who we shouldn't be afraid of. Written by Jason Adams.","failed"
"6208","Join Timmy the Tabby on his adventure through the zoo! This is the 1st children's book by aspiring author/ illustrator Samantha Hart.","failed"
"6209","Original stories featuring Canu Seenick that celebrate the milestones and special occasions in the lives of the children in your life","failed"
"6210","A children's book based on the live show. Photos from actual live performances.","failed"
"6211","New children book series where each book will provide a learning experience done in new unique stories that even parents want to read!","failed"
"6212","Poor Erin has somehow been made made very small, and now has to fight her way across Auntie Lizzie's bedroom floor to find freedom","failed"
"6213","Ryan & Timothy Troll meet and friendship, magic & adventures begin. Stories teach children right & wrong and have have morals.","failed"
"6214","This is a fun and imaginative rhyming children's book filled with 25 unique character mix ups. Very similar to Dr Seuss styled books.","failed"
"6215","Our ambition is to capture and preserve the very essence of the most precious gift of all, Childhood.","failed"
"6216","Monthly exciting & interactive adventure story that unfolds through fun and educational clues that help us save the world from S.N.O.T.","failed"
"6217","A story about a little girl who is afraid of baking but discovers another talent after her fear drives her to runaway.","failed"
"6218","Help my daughter and I start her college fund through supporting her development and publishing of an uplifting children's book.","failed"
"6219","I am trying to create a children's book based around kids music I made.","failed"
"6220","A children's picture book about a baby polar bear adrift on a melting iceberg in the middle of the ocean. Will mama bear save him?","failed"
"6221","I want to write children books that help shape our children minds on different career choices. Scratching the surface of future success","failed"
"6222","If we reach our goal of 1,500 Gift Sets pledged, we can donate 1,000 to underprivileged children or in long term-hospital care!","failed"
"6223","Help publish my very first children's book: Ninny & Friends Rake the Leaves","failed"
"6224","A Children's Christmas Story - Adorable, Cute and Magical Christmas Story written For Children that Parents will Love To Read To Them.","failed"
"6225","Marley is a little girl that travels the world! Join Marley as she tells you about her hometown of Atlanta!","failed"
"6226","Donations will print and place ""The Innovative Engine"" in libraries across the U.S.A. Illustrations are by my brother, a tattoo artist.","failed"
"6227","""Stella Bella Moving Day"" is an installment of a book series which we hope to turn into an interactive learning tool.","failed"
"6228","Children's photo storybook on MONARCH BUTTERFLIES teaches conservation, motivates planting milkweed, & SAVES the MONARCH migration!","failed"
"6229","Teaches young children how to play safely with dogs, a must for parent or teacher! By Celebrity Dog Trainer. Great pet lover rewards!","failed"
"6230","Mr Rogue is a very naughty man with a tall, purple hat who lives just near you with Oswald, his pet rat. The public must be warned.","failed"
"6231","We have successfully written/published this unique Winter storybook for 6- + 7-year olds & would like to publish the remaining 3 books.","failed"
"6232","What if every child saw themself in kid's books? Join Blood Orange Press as we build a legacy of inclusion in children's literature.","failed"
"6233","A series of tales that will excite, amaze and educate the reader about the wonders, mysteries and secrets of African Nations.","failed"
"6234","Zack is the story of a black cat who is blind in one eye but does not let his loss of an eye stop him from his adventures in the wild.","failed"
"6235","Super Sonja is a children's books written to celebrate diversity and teach kids the value of self esteem.","failed"
"6236","This is a unique, engaging children's story about real backyard chickens and some of the silly antics they're famous for.","failed"
"6237","Lucky Duck Me is about a little girl who learns what it means to be grateful, while helping others to do the same along the way.","failed"
"6238","Kids books about energy, environment, & earth! Singing leaves spread messages for a green earth in this vibrant picture book series.","failed"
"6239","Every day, kids get bitten by dogs. Often, the results last a lifetime... Sometimes even death. Childhood education saves lives.","failed"
"6240","Tara Finds A Lost Friend teaches children about the process of a search and rescue dog finding them and bringing them home safe.","failed"
"6241","The book is intended as an advent book. It will contain 24 Chapters that parents read on a ""one a night"" basis, uniting family @ xmas","failed"
"6242","A medieval legend from Germany brought to life in the modern age. Amusing for children and adults alike.","failed"
"6243","Basically, I am making children books more diversed . There will be books about African American, Hispanic, Chinese children .","failed"
"6244","Teach Social Skills the Fun Way!","failed"
"6245","Having kids has taught me, things are not always as they seem. This inspired me to create Ruffyton, a book series that shows just that!","failed"
"6246","A little dragon named Ming helps Santa bring Christmas to China in this children's book presented in English and Chinese. 圣诞老人和圣诞龙","failed"
"6247","A Christmas storybook that takes the focus off commercialism, while teaching character-building values of gratitude, presence, charity.","failed"
"6248","“I Am Home!” will help children who are experiencing the grief of loss to understand that their loved one is safe, happy, and healthy.","failed"
"6249","This book encourages children to speak to each other in a manner that does not offend and hurt their friends and family’s feelings.","failed"
"6250","This series will feature young children from varying racial and cultural backgrounds, learning to make better decisions.","failed"
"6251","I would like to take these children's books I write to the next level!","failed"
"6252","A conversation with children about racism, being mindful and kind to one another.","failed"
"6253","Follow the outlandish adventures at Sugar High where the 2 worlds of sugary characters collide, The ""Sweets"" vs ""Healthies"".","failed"
"6254","I have passionately composed words since grade six. I often find this passion missing in the hearts of my students. Help me inspire.","failed"
"6255","Ten Gulab Jamuns and two brothers have one hearty misadventure. Laugh, learn and relish a bit of South Asian culture. #tengulabjamuns","failed"
"6256","La Bellotita y La Ardilla is a Spanish children's story that sat on a shelf, collecting dust until, one day, it sprung to life...","failed"
"6257","A children’s book about the tradition, culture, & artistry of El Dia de los Muertos and learning to accept the passing of a loved one.","failed"
"6258","Help us publish our first children's book about motorsports and car culture.","failed"
"6259","Emerging reader books packed with math and science content to read with or to your elementary school kids.","failed"
"6260","After finding a crate of candy, a beaver named Bucky has to kick his sugar habit with the help of his faithful friend Bert.","failed"
"6261","This book series is devoted to helping struggling kids and needs money for development and advertising. Possible TV series later on!","failed"
"6262","This book is amazing! I illustrated this book. My mother wrote it. I need funding to help market it. I know it can be a success!","failed"
"6263","Colourful, simple and sweet flashcards to teach children and parents about nutrition.","failed"
"6264","Mikey- Doodle and Daddio's first INVENTION ADVENTURE. Mikey-Doodle dreams of robot arms and legs,Daddio helps make his dreams come true","failed"
"6265","This is a children's book inspired by our son Will's adventures as he grows and learns in his early years.","failed"
"6266","A new chapter book series about a 4th grader who discovers a weird new galaxy and unleashes a host of ""nutty"" aliens on his school.","failed"
"6267","This is a children's book in the view of Isaiah and Harambe. It is a fictional story based on the true story of what actually happened.","failed"
"6268","A children's book about self-love and sharing your unique gifts with the masses. Reading level: ages 5-8.","failed"
"6269","The hilarious pleas from a father to his children to enjoy childhood while there's time.","failed"
"6270","It's like Star Wars meets The Da Vinci Code...for kids(and those who are young at heart). A sci-fi adventure chapter book.","failed"
"6271","Bangarang Books is a state-of-the-art proprietary publishing 
house committed to literacy, learning, fun and innovation.","failed"
"6272","When a lonely boy moves to a new town he makes a surprising new friend... Sand Dog!","failed"
"6273","A magical story that changes based on your characteristics. You will be the star in every single page of the book!","failed"
"6274","This childrens series will outline the difficulties and pleasures of working in different technical trades for parents and children.","failed"
"6275","Please help re-print 3 Ancient Samoan stories including a new bilingual English/Samoan picture book/s by Helen Tau'au Filisi.","failed"
"6276","A 23 year old artist and a LucasFilm veteran create a timeless childrens book! BTWD is a contemporary creation story mythology.","failed"
"6277","The first in the series of Bugaboo Adventures picture books. The kids turn a trip to the playground into a flight above town.","failed"
"6278","The perfect book for the 5th grade transition from graduation to the first day of middle school!","failed"
"6279","An original fairytale with beautifully nostalgic hand painted illustrations. A book to treasure for ever!","failed"
"6280","Mmmmeaty goodness! Join two sneaky pups as they scout out the meat treat down the street! A must have for your child's book collection!","failed"
"6281","A children's ebook that adults might enjoy too.","failed"
"6282","Ben Carson's rise to greatness came well before his run for Presidency. This inspirational rags-to riches true story is told in rhyme.","failed"
"6283","We'd like to create a simple step-by-step ‘how to draw’ e-book, featuring over 50 kooky characters that kids (big or small) will love.","failed"
"6284","Have you ever longed to visit Paris? Follow the adventures of Jack, who realizes his dream to see Paris ---and finds something more!","failed"
"6285","An interactive children's book for the iPad + an online community for children where they can contribute to new Kitty Wizard stories.","failed"
"6286","Funny and easy reading picture book written as a child-friendly poem","failed"
"6287","New children's book with proceeds going to support people with autism & a new, unique international conference on autism in 2016!","failed"
"6288","A collection of short stories to explain parts of San Francisco's Bay Area that may be difficult to discuss with a young one.","failed"
"6289","How does a little girl honor her family's Polish Heritage? How does she carry on their music and tradition? In one word...Polka.","failed"
"6290","A children's book based on an old legend of a dragon in Central Europe. Nearly every child in the region knows this legend by heart.","failed"
"6291","Providing a realistic picture book, that gently opens conversation between parents and children who have been affected by cancer.","failed"
"6292","A GERM'S JOURNEY Traveling Soon to a Bookshelf Near You. It's a story of how one germ's journey comes to an abrupt end.","failed"
"6293","Interactive science for kids.","failed"
"6294","Dylan and Anthony, worldly misadventurers of the Crazy Rogue Network, seek patronage to transform their journeys to physical media.","failed"
"6295","A guide to understanding and interpreting Europes fairies, witches, vampires, dragons, and fairy tales","failed"
"6296","Tough Shit Tarot is an intervention for your soul. Use the deck to access your inner bad-assery by accepting what an asshole you can be","failed"
"6297","A unique collection of diaries, enabling the reader to experience close up the redemptive force of conscious choice against evil.","failed"
"6298","Understanding the forming of contemporary art in Dallas by interviewing artists/curators/gallery owners active in 60's to early 80's","failed"
"6299","Unique book sharing locals' stories, gets to the heart of what's needed, before it's too late. Stunning photos, compelling stories.","failed"
"6300","Poet Olive Custance's influence on her husband Lord Alfred Douglas's work and life have often been overlooked. Let's change that.","failed"
"6301","41% percent of transgenders have attempted suicide. As a transgender female, this book is my combat against these statistics.","failed"
"6302","Kathy & Ras push their bodies, minds, and relationship to the breaking point and beyond on the 800+ mile Arizona National Scenic Trail.","failed"
"6303","Not All Poor People Are Black & other things we need to think more about. A book of essays to rock your mind & nurture your soul.","failed"
"6304","Can a writer on a research mission make the 20 hour trek from Detroit to Austin and back using only the ""sharing economy?""","failed"
"6305","A self-contained work of games criticism in the literary style. A meditation on violence as motive force in the worlds of games.","failed"
"6306","At last, the definitive book on Hollywood's classic motion picture:
IT'S A MAD, MAD, MAD, MAD WORLD!","failed"
"6307","A compelling colorful book about a mythical House of Music in Palma de Mallorca, Spain, in the 60's and 70's.","failed"
"6308","From the humblest beginnings in 1998 to its current status as America's largest exclusive Doctor Who store, this is our history!","failed"
"6309","This book will showcase not only tons of pictures of amazing unlicensed Vintage Star Wars toys, but the story behind why they were made","failed"
"6310","Help the Heinz History Center and the Veteran Voices of Pittsburgh transcribe dozens of WWII veteran stories.","failed"
"6311","A non-fiction book about the 2008-2009 Cutlery Revolution as told by Hordur Torfason, the leader of the revolution.","failed"
"6312","Dancing With Her is Australia's very first publication dedicated to celebrating women in love, with women","failed"
"6313","Please help me create the longest prayer chain for PEACE and HOPE to tuck into the Western Wall (Kotel) in Jerusalem.","failed"
"6314","Beautiful coffee table book on John Galliano, with amazing images, including years at Givenchy, Dior and most recently Maison Margiela.","failed"
"6315","Geek Culture is a coffee-table book about CONvergence, a sci-fi and fantasy convention in Minnesota drawing thousands of attendees.","failed"
"6316","Finally an independent printed guidebook to Yorkshire's biggest city.","failed"
"6317","Let's get the younger generation excited about Asheville's rich history through an interactive Aroma Tour. Ye shall be rewarded for it!","failed"
